Resolved
23/Jan/19 10:57
23/Jan/19 10:26
23/Jan/19 09:25
23/Jan/19 09:24
22/Jan/19 14:35
22/Jan/19 14:23
22/Jan/19 12:25
22/Jan/19 10:19
22/Jan/19 09:17
22/Jan/19 08:52
22/Jan/19 08:46
22/Jan/19 08:46
22/Jan/19 08:26
21/Jan/19 16:28
21/Jan/19 10:25
21/Jan/19 09:33
21/Jan/19 09:19
21/Jan/19 08:55
18/Jan/19 16:19
18/Jan/19 10:30
18/Jan/19 10:03
18/Jan/19 09:35
18/Jan/19 09:30
18/Jan/19 09:23
18/Jan/19 08:48
18/Jan/19 08:04
17/Jan/19 18:42
17/Jan/19 17:27
17/Jan/19 15:29
17/Jan/19 14:14
17/Jan/19 09:55
17/Jan/19 09:23
17/Jan/19 08:44
16/Jan/19 16:58
16/Jan/19 16:26
16/Jan/19 15:25
16/Jan/19 13:38
16/Jan/19 10:15
15/Jan/19 11:10
15/Jan/19 11:07
15/Jan/19 10:48
15/Jan/19 10:18
15/Jan/19 10:10
15/Jan/19 10:09
15/Jan/19 09:38
15/Jan/19 09:37
15/Jan/19 09:13
15/Jan/19 08:51
15/Jan/19 08:47
15/Jan/19 08:42
15/Jan/19 08:17
15/Jan/19 07:31
14/Jan/19 15:08
14/Jan/19 13:43
14/Jan/19 13:42
14/Jan/19 13:03
14/Jan/19 12:42
14/Jan/19 11:52
14/Jan/19 10:43
14/Jan/19 10:15
14/Jan/19 09:30
14/Jan/19 09:28
14/Jan/19 09:10
14/Jan/19 09:06
11/Jan/19 12:29
11/Jan/19 12:22
11/Jan/19 12:10
11/Jan/19 10:00
11/Jan/19 09:20
11/Jan/19 08:47
11/Jan/19 08:41
11/Jan/19 08:39
10/Jan/19 15:22
08/Jan/19 14:50
03/Jan/19 10:09
03/Jan/19 10:04
02/Jan/19 09:45
24/Dec/18 13:43
21/Dec/18 16:25
20/Dec/18 14:38
20/Dec/18 14:03
19/Dec/18 16:27
18/Dec/18 11:38
18/Dec/18 09:50
18/Dec/18 09:26
18/Dec/18 06:32
17/Dec/18 14:08
17/Dec/18 11:24
17/Dec/18 09:00
14/Dec/18 17:59
14/Dec/18 12:36
14/Dec/18 11:51
14/Dec/18 09:11
13/Dec/18 10:40
12/Dec/18 09:49
10/Dec/18 11:42
07/Dec/18 09:53
06/Dec/18 12:30
05/Dec/18 16:05
05/Dec/18 10:03
05/Dec/18 09:55
04/Dec/18 14:56
04/Dec/18 11:40
04/Dec/18 11:01
04/Dec/18 08:47
01/Dec/18 10:22
30/Nov/18 17:48
30/Nov/18 14:55
30/Nov/18 13:17
30/Nov/18 10:49
29/Nov/18 16:06
28/Nov/18 12:26
28/Nov/18 11:50
28/Nov/18 09:05
28/Nov/18 07:27
27/Nov/18 13:14
27/Nov/18 12:42
26/Nov/18 08:18
21/Nov/18 11:22
21/Nov/18 09:47
20/Nov/18 12:47
20/Nov/18 11:46
20/Nov/18 10:37
20/Nov/18 10:03
20/Nov/18 09:51
20/Nov/18 06:54
16/Nov/18 10:25
14/Nov/18 14:36
14/Nov/18 13:58
14/Nov/18 13:35
14/Nov/18 13:01
14/Nov/18 13:00
12/Nov/18 12:17
12/Nov/18 08:29
09/Nov/18 14:31
07/Nov/18 15:06
07/Nov/18 15:02
06/Nov/18 11:15
06/Nov/18 09:05
05/Nov/18 17:42
02/Nov/18 17:03
01/Nov/18 09:18
31/Oct/18 12:38
31/Oct/18 08:11
30/Oct/18 10:21
25/Oct/18 15:47
25/Oct/18 14:57
25/Oct/18 14:28
25/Oct/18 12:43
25/Oct/18 12:27
24/Oct/18 12:50
22/Oct/18 12:52
18/Oct/18 14:15
18/Oct/18 13:39
18/Oct/18 09:54
17/Oct/18 10:38
17/Oct/18 10:26
15/Oct/18 16:12
15/Oct/18 15:44
15/Oct/18 13:37
11/Oct/18 15:38
11/Oct/18 14:29
11/Oct/18 10:04
10/Oct/18 14:15
10/Oct/18 12:55
08/Oct/18 10:48
08/Oct/18 09:58
05/Oct/18 13:59
05/Oct/18 13:54
05/Oct/18 12:12
05/Oct/18 10:04
04/Oct/18 09:54
04/Oct/18 09:52
04/Oct/18 09:13
03/Oct/18 15:41
03/Oct/18 02:06
03/Oct/18 01:08
02/Oct/18 14:09
02/Oct/18 12:31
02/Oct/18 11:48
02/Oct/18 11:10
01/Oct/18 16:30
01/Oct/18 15:06
01/Oct/18 14:36
01/Oct/18 10:07
01/Oct/18 09:50
01/Oct/18 09:31
01/Oct/18 09:21
28/Sep/18 12:41
27/Sep/18 15:35
27/Sep/18 15:30
27/Sep/18 13:36
27/Sep/18 12:28
26/Sep/18 00:05
26/Sep/18 00:00
25/Sep/18 11:44
25/Sep/18 11:29
25/Sep/18 10:34
25/Sep/18 08:45
24/Sep/18 10:49
24/Sep/18 10:20
24/Sep/18 07:28
24/Sep/18 07:12
21/Sep/18 09:39
20/Sep/18 13:28
20/Sep/18 13:26
20/Sep/18 13:05
20/Sep/18 10:49
20/Sep/18 10:45
20/Sep/18 10:16
20/Sep/18 09:12
19/Sep/18 11:21
18/Sep/18 09:56
17/Sep/18 12:36
17/Sep/18 12:33
17/Sep/18 12:29
17/Sep/18 12:27
17/Sep/18 12:21
17/Sep/18 12:08
17/Sep/18 12:06
17/Sep/18 12:02
17/Sep/18 11:59
17/Sep/18 11:56
17/Sep/18 11:54
17/Sep/18 11:43
17/Sep/18 11:39
17/Sep/18 11:34
17/Sep/18 11:31
17/Sep/18 11:30
17/Sep/18 11:22
17/Sep/18 11:22
17/Sep/18 11:18
17/Sep/18 11:15
17/Sep/18 11:13
17/Sep/18 11:12
17/Sep/18 11:09
17/Sep/18 11:08
17/Sep/18 11:07
17/Sep/18 10:59
17/Sep/18 10:59
17/Sep/18 10:55
17/Sep/18 10:55
17/Sep/18 10:54
17/Sep/18 10:53
17/Sep/18 10:51
17/Sep/18 10:48
17/Sep/18 10:31
17/Sep/18 10:28
17/Sep/18 10:19
17/Sep/18 10:04
14/Sep/18 15:57
14/Sep/18 14:22
14/Sep/18 12:23
13/Sep/18 13:51
12/Sep/18 20:04
12/Sep/18 19:18
12/Sep/18 17:21
12/Sep/18 17:19
12/Sep/18 16:42
12/Sep/18 16:34
12/Sep/18 16:28
12/Sep/18 16:13
12/Sep/18 15:10
12/Sep/18 14:58
12/Sep/18 11:11
12/Sep/18 10:44
12/Sep/18 10:29
10/Sep/18 15:21
10/Sep/18 14:43
10/Sep/18 13:08
10/Sep/18 12:54
10/Sep/18 12:53
10/Sep/18 12:49
10/Sep/18 12:45
10/Sep/18 12:38
10/Sep/18 12:37
10/Sep/18 12:36
10/Sep/18 12:36
10/Sep/18 12:32
10/Sep/18 12:32
10/Sep/18 12:27
10/Sep/18 12:24
10/Sep/18 12:24
10/Sep/18 12:23
10/Sep/18 12:19
10/Sep/18 12:16
10/Sep/18 12:15
10/Sep/18 12:13
10/Sep/18 12:13
10/Sep/18 12:13
10/Sep/18 12:08
10/Sep/18 12:02
10/Sep/18 12:01
10/Sep/18 11:57
10/Sep/18 11:56
10/Sep/18 11:55
10/Sep/18 11:53
10/Sep/18 11:46
10/Sep/18 11:41
10/Sep/18 11:40
10/Sep/18 11:40
10/Sep/18 11:37
10/Sep/18 11:36
10/Sep/18 11:33
10/Sep/18 11:28
10/Sep/18 11:27
10/Sep/18 11:25
10/Sep/18 11:23
10/Sep/18 11:23
10/Sep/18 11:21
10/Sep/18 11:14
10/Sep/18 11:11
10/Sep/18 11:10
10/Sep/18 10:57
10/Sep/18 10:45
10/Sep/18 10:41
10/Sep/18 10:39
10/Sep/18 10:36
10/Sep/18 10:20
10/Sep/18 10:20
10/Sep/18 09:16
10/Sep/18 08:58
06/Sep/18 10:54
04/Sep/18 16:16
04/Sep/18 13:20
04/Sep/18 13:16
03/Sep/18 14:58
03/Sep/18 10:37
31/Aug/18 12:49
31/Aug/18 12:41
31/Aug/18 12:27
31/Aug/18 12:13
31/Aug/18 12:00
31/Aug/18 11:31
31/Aug/18 11:18
31/Aug/18 11:04
31/Aug/18 11:03
30/Aug/18 12:57
30/Aug/18 09:54
28/Aug/18 12:23
27/Aug/18 11:39
27/Aug/18 11:16
27/Aug/18 10:49
23/Aug/18 11:33
23/Aug/18 10:06
23/Aug/18 08:53
22/Aug/18 16:24
21/Aug/18 17:07
21/Aug/18 16:14
21/Aug/18 15:43
17/Aug/18 14:04
15/Aug/18 11:23
15/Aug/18 10:05
14/Aug/18 13:59
13/Aug/18 13:13
13/Aug/18 13:07
13/Aug/18 11:36
09/Aug/18 10:15
08/Aug/18 13:19
08/Aug/18 12:55
08/Aug/18 12:29
08/Aug/18 10:04
08/Aug/18 09:36
03/Aug/18 11:02
03/Aug/18 06:09
02/Aug/18 13:36
02/Aug/18 09:20
02/Aug/18 05:35
31/Jul/18 09:31
31/Jul/18 02:41
31/Jul/18 02:05
30/Jul/18 15:38
30/Jul/18 12:11
30/Jul/18 11:52
30/Jul/18 11:26
30/Jul/18 10:40
30/Jul/18 10:32
30/Jul/18 10:23
27/Jul/18 09:52
27/Jul/18 08:00
24/Jul/18 10:44
24/Jul/18 08:42
23/Jul/18 09:37
23/Jul/18 09:09
23/Jul/18 08:08
19/Jul/18 16:30
19/Jul/18 16:02
19/Jul/18 15:55
17/Jul/18 13:37
16/Jul/18 11:37
16/Jul/18 11:23
16/Jul/18 10:24
16/Jul/18 09:51
13/Jul/18 13:00
13/Jul/18 12:59
13/Jul/18 10:53
13/Jul/18 09:51
13/Jul/18 09:44
13/Jul/18 09:32
12/Jul/18 18:36
12/Jul/18 10:51
12/Jul/18 09:57
12/Jul/18 09:37
12/Jul/18 09:10
11/Jul/18 16:47
11/Jul/18 15:49
10/Jul/18 13:17
10/Jul/18 11:41
09/Jul/18 15:25
09/Jul/18 12:32
09/Jul/18 11:27
09/Jul/18 10:53
09/Jul/18 10:29
06/Jul/18 12:58
06/Jul/18 11:49
06/Jul/18 11:44
05/Jul/18 15:04
05/Jul/18 10:58
05/Jul/18 07:32
02/Jul/18 12:04
02/Jul/18 11:13
28/Jun/18 17:46
28/Jun/18 17:40
28/Jun/18 16:20
28/Jun/18 12:25
28/Jun/18 10:06
28/Jun/18 09:23
27/Jun/18 15:51
27/Jun/18 09:46
26/Jun/18 13:58
26/Jun/18 11:46
26/Jun/18 11:39
26/Jun/18 11:05
26/Jun/18 08:23
25/Jun/18 18:17
25/Jun/18 13:04
25/Jun/18 12:50
25/Jun/18 11:33
22/Jun/18 15:05
21/Jun/18 09:35
20/Jun/18 17:13
20/Jun/18 17:06
20/Jun/18 13:35
20/Jun/18 10:48
19/Jun/18 15:41
19/Jun/18 15:22
19/Jun/18 13:42
19/Jun/18 11:02
19/Jun/18 10:35
19/Jun/18 10:11
19/Jun/18 09:56
19/Jun/18 09:30
18/Jun/18 10:19
18/Jun/18 10:15
18/Jun/18 09:45
18/Jun/18 09:13
18/Jun/18 08:37
18/Jun/18 08:29
18/Jun/18 08:04
15/Jun/18 15:54
15/Jun/18 14:31
15/Jun/18 13:54
15/Jun/18 12:16
15/Jun/18 11:00
15/Jun/18 10:18
14/Jun/18 15:54
14/Jun/18 11:10
13/Jun/18 09:31
11/Jun/18 16:49
11/Jun/18 10:37
08/Jun/18 15:03
08/Jun/18 14:42
08/Jun/18 13:31
08/Jun/18 12:56
06/Jun/18 12:04
